id,created_datetime,junction_name,police_station,district,latitude,longitude,vehicle_type,validation_status
57,2024-04-06T07:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917109915269013,77.62274582563863,CAR,approved
58,2024-02-06T12:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91733275395789,77.62285215271372,CAR,approved
59,2024-04-22T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917209603948798,77.6228742860505,CAR,pending
60,2024-02-15T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917100997455796,77.62317315103884,TWO_WHEELER,approved
61,2024-02-15T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916936128984437,77.6229590766989,CAR,rejected
62,2024-02-07T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917424431239402,77.62320649305211,TWO_WHEELER,pending
63,2024-01-07T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916952521607758,77.6233744011361,CAR,approved
64,2024-04-13T07:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916903750373235,77.6225812411992,TWO_WHEELER,approved
65,2024-03-15T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91691199110266,77.62302614811546,CAR,approved
66,2024-04-27T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917386708525886,77.62308277496746,TWO_WHEELER,pending
67,2024-01-14T23:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917013960416998,77.62292293728063,BUS,approved
68,2024-03-11T07:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916793119528702,77.6230408565884,AUTO,approved
69,2024-03-09T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917100285351404,77.62321212771577,CAR,approved
70,2024-01-12T20:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917056198373547,77.62287546009604,CAR,approved
71,2024-02-02T07:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916775009652433,77.62325638407607,CAR,approved
72,2024-02-04T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917179919975087,77.62306145990418,TWO_WHEELER,approved
73,2024-04-27T00:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917335661101964,77.62262510622503,TWO_WHEELER,approved
74,2024-02-16T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917255532979157,77.62288168572223,CAR,approved
75,2024-01-02T12:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917228874307094,77.62317157293177,CAR,approved
76,2024-03-16T21:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916895362381283,77.62318982859756,AUTO,pending
77,2024-04-02T16:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917078408377947,77.62297509495049,TWO_WHEELER,approved
78,2024-02-05T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917224708356338,77.62342864103763,CAR,approved
79,2024-02-18T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91699755064543,77.6228205491257,CAR,approved
80,2024-01-27T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91693818149816,77.62316076261028,CAR,approved
81,2024-04-19T19:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917018014517396,77.62301654608717,AUTO,approved
82,2024-02-19T21:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916905792338877,77.62304640998748,CAR,approved
83,2024-04-09T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917057976562306,77.62296255500874,TWO_WHEELER,approved
84,2024-03-17T03:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916592584813005,77.62331400645611,BUS,approved
85,2024-01-02T14:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916885159710239,77.6227016051349,TWO_WHEELER,approved
86,2024-03-11T03:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917064543712067,77.62283455381129,TWO_WHEELER,approved
87,2024-03-24T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916890148363692,77.62250816132759,CAR,approved
88,2024-02-08T16:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917013930532903,77.62319670086127,BUS,approved
89,2024-02-22T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916905616051741,77.62304344129558,CAR,approved
90,2024-03-05T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91728735093451,77.62285966000461,BUS,approved
91,2024-02-26T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917437960586643,77.62283834034294,CAR,pending
92,2024-02-27T03:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916729509889018,77.62288831592612,CAR,approved
93,2024-02-06T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917068351195155,77.62337523416785,CAR,pending
94,2024-04-14T12:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917148392603305,77.62329533172509,TWO_WHEELER,approved
95,2024-04-29T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916753653846499,77.62303791698403,TWO_WHEELER,approved
96,2024-01-16T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916657373094182,77.62327077447483,BUS,approved
97,2024-04-28T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917043736618455,77.62290312486161,TWO_WHEELER,approved
98,2024-03-10T12:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916909986905704,77.62312456998647,TWO_WHEELER,pending
99,2024-03-20T05:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91682557924692,77.62286579521778,AUTO,approved
100,2024-01-21T07:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916834421384216,77.62293922711292,TWO_WHEELER,approved
101,2024-01-29T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91689641754884,77.62317856507286,AUTO,approved
102,2024-01-10T19:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916950207170304,77.6231943141902,CAR,approved
103,2024-02-22T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916807015307883,77.623137210292,CAR,approved
104,2024-02-01T19:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917164670503256,77.62341049054835,CAR,pending
105,2024-03-25T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91730047141042,77.6230148189561,CAR,approved
106,2024-02-01T14:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917193725696926,77.62312914655774,TWO_WHEELER,approved
107,2024-02-26T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916695367825906,77.62324118304146,CAR,approved
108,2024-01-02T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91707331964922,77.62281202404274,CAR,approved
109,2024-03-12T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917008740533616,77.62321473640243,BUS,approved
110,2024-01-03T12:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916836900185341,77.62288819490136,CAR,approved
111,2024-04-22T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916889270138931,77.62276042442149,TWO_WHEELER,approved
112,2024-03-17T12:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916991674793142,77.62281997686839,TWO_WHEELER,approved
113,2024-02-14T23:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91717027085292,77.62287592725549,TWO_WHEELER,approved
114,2024-02-23T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916992960612307,77.62301131178992,AUTO,pending
115,2024-03-29T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917170280418475,77.62280241283085,AUTO,approved
116,2024-04-26T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916766046313235,77.62266818168233,CAR,approved
117,2024-03-09T22:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91687068542315,77.62278369039929,CAR,approved
118,2024-04-01T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916564663722145,77.62292179319977,TWO_WHEELER,approved
119,2024-02-18T17:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917474865880699,77.62320290653854,TWO_WHEELER,approved
120,2024-04-26T11:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916824876349322,77.62272344005382,TWO_WHEELER,approved
121,2024-03-14T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916584174455405,77.62299570500753,BUS,approved
122,2024-03-01T20:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916908378019434,77.62287480141396,CAR,approved
123,2024-04-09T21:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916499448095667,77.62313692844032,BUS,approved
124,2024-02-21T22:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91699824188874,77.62309028223973,TWO_WHEELER,pending
125,2024-04-19T05:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916666118943775,77.62310867203848,AUTO,pending
126,2024-04-08T21:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91712811640139,77.6228370431744,TWO_WHEELER,pending
127,2024-03-26T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917127718491756,77.62266769598754,CAR,approved
128,2024-03-25T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916850406002034,77.62257223993704,TWO_WHEELER,approved
129,2024-03-10T17:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91687960626422,77.62315205021893,TWO_WHEELER,rejected
130,2024-04-28T00:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917477975654444,77.62287911710438,AUTO,approved
131,2024-02-16T14:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917033945856877,77.62301787878383,CAR,pending
132,2024-03-06T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917106383378444,77.62313927022534,AUTO,pending
133,2024-02-24T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917108696630592,77.62320698418542,TWO_WHEELER,approved
134,2024-01-06T11:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917341858498945,77.62316498003723,TWO_WHEELER,approved
135,2024-01-26T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916625841615796,77.62292969730319,TWO_WHEELER,approved
136,2024-04-01T06:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916757899768186,77.62267731786889,TWO_WHEELER,approved
137,2024-02-04T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916704282750844,77.62322875080865,CAR,pending
138,2024-03-09T14:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917193184401592,77.62301641097423,AUTO,approved
139,2024-04-18T05:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917194015555582,77.62314415460983,CAR,approved
140,2024-04-03T11:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91709579596515,77.62306673242107,CAR,approved
141,2024-04-28T21:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916844114760824,77.62256069707983,TWO_WHEELER,approved
142,2024-03-26T22:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91691451841151,77.62288947084534,TWO_WHEELER,approved
143,2024-01-06T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917266087712653,77.62339986344125,TWO_WHEELER,approved
144,2024-03-29T04:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91697760549588,77.62306528467302,CAR,approved
145,2024-03-27T06:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91703610616836,77.62352871431669,TWO_WHEELER,approved
146,2024-03-09T07:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91702187895892,77.62314515332478,TWO_WHEELER,approved
147,2024-03-18T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91687947043894,77.62326036983363,CAR,approved
148,2024-01-03T02:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916802079035948,77.62297484261599,BUS,approved
149,2024-03-09T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91690531476146,77.62319037660362,CAR,approved
150,2024-04-10T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916882382634737,77.62297331982843,CAR,approved
151,2024-04-08T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916797579124948,77.62266902866563,TWO_WHEELER,approved
152,2024-03-29T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91716810545005,77.622992301656,TWO_WHEELER,rejected
153,2024-02-09T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916950851387183,77.62294545528606,TWO_WHEELER,approved
154,2024-01-30T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917207765229023,77.62286035679435,CAR,approved
155,2024-04-23T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91679656156589,77.62310333386174,BUS,approved
156,2024-01-29T16:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91702197058939,77.623225929897,CAR,approved
157,2024-01-14T14:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917002785858383,77.62299517498258,CAR,approved
158,2024-01-31T02:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917451296803085,77.62288528296834,CAR,approved
159,2024-03-27T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91704696281736,77.6233636039216,TWO_WHEELER,approved
160,2024-02-17T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916764494326944,77.62304074035963,CAR,approved
161,2024-01-03T06:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917166644775524,77.62273469219679,TWO_WHEELER,rejected
162,2024-03-29T22:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916948636594414,77.62320485731637,TWO_WHEELER,pending
163,2024-03-18T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917019749155527,77.6229739309708,CAR,approved
164,2024-02-23T15:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917162772781625,77.62281191724509,AUTO,approved
165,2024-04-15T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916944838086879,77.62278849374972,CAR,pending
166,2024-03-24T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916666044165586,77.62335293738685,AUTO,approved
167,2024-04-29T06:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91720102043246,77.62289851254282,CAR,approved
168,2024-01-17T11:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917237042058302,77.6228659921613,CAR,approved
169,2024-02-14T20:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917194364538034,77.62299380834988,AUTO,approved
170,2024-04-25T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917340285848706,77.62301753989658,TWO_WHEELER,approved
171,2024-02-24T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917034173087625,77.62296320333273,BUS,approved
172,2024-01-19T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917190035695906,77.62310791448128,TWO_WHEELER,pending
173,2024-03-28T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917081650551143,77.62265948327915,TWO_WHEELER,approved
174,2024-02-28T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916820240018351,77.6228180732205,TWO_WHEELER,approved
175,2024-01-26T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916799248421688,77.62310205927793,BUS,approved
176,2024-01-30T05:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91693039738274,77.62303971167259,TWO_WHEELER,approved
177,2024-02-03T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916954998819326,77.62324151843409,BUS,approved
178,2024-01-08T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916810120222234,77.62352647641298,TWO_WHEELER,approved
179,2024-02-01T13:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916649042631885,77.62297522120426,TWO_WHEELER,approved
180,2024-03-14T10:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91707491702189,77.6227902343332,TWO_WHEELER,approved
181,2024-03-29T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.9169930023019,77.62335416012714,TWO_WHEELER,approved
182,2024-03-28T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917197144543364,77.62288110709038,BUS,approved
183,2024-02-13T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917035540200187,77.62273293112827,AUTO,rejected
184,2024-03-15T23:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917160960635746,77.62318605066919,TWO_WHEELER,approved
185,2024-02-20T23:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91669468962766,77.62298841901854,BUS,approved
186,2024-03-06T01:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917085923643826,77.62304153753743,CAR,approved
187,2024-01-11T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917071505248767,77.62288254611646,CAR,approved
188,2024-03-04T09:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917131376673245,77.6231583298296,CAR,approved
189,2024-01-17T17:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917269571156266,77.62325948122297,CAR,approved
190,2024-04-21T03:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917044426754327,77.62290425027567,CAR,approved
191,2024-01-08T14:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.917266771923952,77.62306356301313,TWO_WHEELER,approved
192,2024-02-08T08:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91647054942402,77.62314590855333,AUTO,approved
193,2024-01-13T22:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916912466866039,77.62276273298096,BUS,approved
194,2024-03-20T18:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.91689654230998,77.62328186948804,TWO_WHEELER,rejected
195,2024-01-30T00:00:00+00:00,Silk Board Jn Main,Koramangala PS,South Bengaluru,12.916864458198875,77.62269575102509,CAR,approved
